,Description,Duration,Location,Occurred,Posted,Reported,Shape
2090,"The object was flashing different color lights, blue red and chrome like.  it was hovering above the moutain top across the canyon from where we stood South.  The object slowly starded going up and than it disappeared for a half second and flashed and disapard.((NUFORC Note:  Possible sighting of Sirius??  PD))",Duration:13 minutes,"Location: Foresthill, CA",Occurred : 2/18/2016 19:00  (Entered as : 2182016 19:00),Posted: 2/19/2016,Reported: 2/18/2016 9:22:05 PM 21:22,Shape: Cone
2091,"Object sighted on 2/18/2016 7pm. Gallatin NY. Our neighbors daughter age 47, was outside with their dog when she called to her mother age 72, and pointed out a large Boomerang shaped object in the night sky. The Boomerang  shaped object was flying slowly from NE, to SW over our homes. The altitude was difficult to say she said. The mother recalls that it took up about a foot of the night sky when she was looking up at it.The mother described the object as having white lights on the front leading edge surfaces, slightly swept back wings like a boomerang with a red light on the center edge and nose area. The Object was silent. The mother thinks there may have been 8 lights on each side, with a large red pulsating light in the center front.The object was silent as it moved across the night sky she said.  One side of the Boomerang was lower then the other side and the object flew with a tilt of about 45 degrees, red light  forward.Mother and  daughter became frightened and ran into the house to safety.Her verbal account was told to me on  02/21/2016.  The Mother and Daughter came to visit me at my home which is across the road to tell me about their sighting.  We live in a rural area without street lights.  The weather that night was clear and the outdoor temperature was 32F.The two women wish to remain anonymous.I'm reporting this sighting for the women as it was told to me today 2/21/2016.",Duration:3 minutes,"Location: Gallatin (town of; Red Hook zip), NY",Occurred : 2/18/2016 19:00  (Entered as : 02/18/16 19:00),Posted: 2/26/2016,Reported: 2/21/2016 5:25:38 PM 17:25,Shape: Other
2092,"Two clusters of orange flashing/flickering objects over Chandler.From Apache Junction, two clusters of bright orange lights could be seen approximately over the Chandler area.  One was higher than the other, and the lower was about level with the mountain.  The objects appeared square in nature, though the lights shimmered in a random fashion. Soon after spotting them initially, the lower faded away, and minutes later the other one did the same.  They faded away slowly, as if they were turned off. An image was captured, though low in quality, it clearly shows multiple sources of the same orange light.",Duration:5 minutes,"Location: Chandler, AZ",Occurred : 2/18/2016 18:44  (Entered as : 02/18/16 18:44),Posted: 2/19/2016,Reported: 2/18/2016 6:05:43 PM 18:05,Shape: Light
2093,"Bright ball of light over Salem, NH; 2 witnesses.I was walking up my driveway whilst taking up the trash barrels with my friend and we witnessed an extremely bright ball of light suddenly flying southwest over my home in Salem.  We both stopped dead in our tracks and I scrambled for my cellphone to take video.  Typically if I see a plane or a satellite, I don't bother even looking for more than a moment as they are very common in my area.  However once what i thought to be a satellite at first slowed down then stopped I had to take a closer look.  Just as i began recording the video the object starting moving as if it never stopped.  There were several small aircraft in the night sky and they're were on their normal flight paths.  It was clear and there were many stars.  Just as the main object started to fade in the distance the object which was just a brilliant white ball of light disappeared over methuen ma just a few miles in the distance but not before a smaller and less luminous object appeared directly above me and my friend.  This object flew quickly over head and was heading south of Salem.  I've seen simular objects before mostly satellites, however these objects were not characteristic of a satellite or high altitude aircraft.  I've been an observer for 18 years and wouldn't report anything that i felt was typical.  After the second object appeared it faded off into the distance.  I checked this site to see if anyone else had any sightings in New Hampshire and they did.  Not exactly  the same as what i saw but ufos have a funny way of changing their appearance.  So their sighting may or may not be related to mine.  Here is a link to the video taken that evening.  I hope it helps:https://youtu.be/g_eCM9OErdo((NUFORC Note:  We have looked at the video, and it shows a white speck of light, moving around the Moon, in the night sky.  We are not convinced that it is an authentic UFO.  PD))",Duration:4 minutes,"Location: Salem, NH",Occurred : 2/18/2016 18:10  (Entered as : 02/18/16 18:10),Posted: 2/26/2016,Reported: 2/20/2016 8:49:43 PM 20:49,Shape: Light
2094,"Object moving in one direction, and then switched directions, heading the opposite way. Triangular shaped, three white lights at each tip, with one red flashing light in the middle. Moved quite fast.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:5-10 minutes,"Location: New Hampton, NH",Occurred : 2/18/2016 18:00  (Entered as : 2/18/16 18:00),Posted: 2/19/2016,Reported: 2/18/2016 7:36:12 PM 19:36,Shape: Triangle
2095,"4 orange lights seen moving west to east over Philadelphia.  Two lights moving together at some distance suddenly got close to each other before disappearing.  Followed by two separate orange lights shortly, thereafter.  Reminiscent of planes or Chinese lanterns, but not quite like either.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 minutes,"Location: Philadelphia, PA",Occurred : 2/17/2016 22:30  (Entered as : 02/17/16 22:30),Posted: 2/19/2016,Reported: 2/17/2016 7:55:32 PM 19:55,Shape: Light
2096,"3 red lights, one blinking, moving in formation or possibly on vehicleI was driving south bound on County Rd D just south of County B when I looked east an saw 3 bright red lights.  They looked to be aviation warning lights from a tower but there are no towers in thar location.  The northern most two lights were solid red, with the last one flashing.  They moved slowly to the west and as the got closer appeared to spread out, however that may have been due to a change in perspective and position.  I watched it for between 3 and 5 minutes as I drove south and lost sight of the objects.  I could not be sure if it was one object with 3 lights or 3 separate objects.  I drive that was twice a week and have never seen anything like it before.  Its speed was to slow for a plane, it could have been 3 helicopters, but there were not regular strobes on them.",Duration:5 minutes,"Location: Farmington/Helenville, WI",Occurred : 2/17/2016 20:40  (Entered as : 02/17/16 20:40),Posted: 2/26/2016,Reported: 2/19/2016 7:07:54 PM 19:07,Shape: Formation
2097,"2 slow, silent lights 1 mile away from WARB; followed quickly by 2 black military helicopters.I was standing outside, facing West, and observed 2 round whitish yellow lights, one right behind the other traveling east.  There was light cloud cover, so I couldn't see anything other than the lights which caught my attention because they were moving much too slowly to be an airplane or helicopter.  Both objects were completely silent.  My cell phone totally shut off  and my daughter said the tv stopped working.  Lights in the house also seemed to flicker and dim for the few minutes the lights moved over the neighborhood.  I live close to Westover air reserve base but everything that ever flies by makes some sort of sound, these didn't.  Within 1 minute of me first observing the lights I could hear the helicopters start their engines over at the air force  base.  Within 3 minutes of the helicopters starting they were flying over my house more quickly than I've ever seen, headed in the same direction as the lights.  They were totally black military helicopters, which I've never ever seen fly at night. Usually, they're only used in training during the day mostly on weekends as that's when the reservists train.  The lights caught my attention at first because of their slow speed and silence, my suspicions were confirmed as soon as I saw the black helicopters proceeding so quickly, as if on a mission, travelling the same exact route that the lights went in.",Duration:5 minutes,"Location: Chicopee, MA",Occurred : 2/17/2016 20:30  (Entered as : 02/17/16 20:30),Posted: 2/19/2016,Reported: 2/18/2016 10:06:50 AM 10:06,Shape: Light
2098,"Was driving N on Hwy. 120, just S of Hwy. 11, when above my car flew a triangular plane-like formation of 3 bright green lights.  I don't recall hearing any sound associated with this sighting.  My first inclination was that this was probably 3 drones, but because it was nighttime, I couldn't be sure.  As far as duration of the event, because I was driving away from it, I'm not sure.Just curious what it might have been.  I do NOT expect that it was a UFO.",Duration:?,"Location: Spring Prairie, WI",Occurred : 2/17/2016 20:00  (Entered as : 02/17/16 20:00),Posted: 2/19/2016,Reported: 2/18/2016 12:31:36 PM 12:31,Shape: Unknown
2099,"Florida is a Hot Spot for Black Budget aircraft and Space Capable vehiclesWhile walking my dogs on a clear windless night, I noticed a ""cloud"" that was a slender triangle shape with an opaque stern section. The craft was larger than an airplane, had a defined shape to the nose and leading edges  of the narrow straight shape. The altitude was hard to determine (but an educated guess is between 3,000' and 5.000') due to the nature of the semi cloaked image. The speed at which this object was moving was very quick at approx. 25 MPH in a motionless, windless sky! The direction was from the Gulf of Mexico or NW of my position and moved in a straight line towards the SE or the Everglades and South of Miami. The object showed no lights or propulsion system but did glide silently and with a clear determined direction.I am a trained observer and have viewed several AF or Navy aircraft operating in our area over the Gulf waters. I have reported these sightings to Mufon and to Filer's Files and have matched perfectly other sightings with testimony and photos with other observers at different times up to 2 years apart. There seems to be Ion thruster types, plasma powered types Vasimr rocket types and cloaking exercises with short contrails during the last minutes of the sunset over the water here. Reports year after year of similar reports are ignored by Mufon.It is apparent that the Black Budget folks operate over SW Florida all of the time.  High probability of human engineering, low probability of UAP.",Duration:6 minutes,"Location: Cape Coral, FL",Occurred : 2/17/2016 19:45  (Entered as : 02/17/16 19:45),Posted: 2/19/2016,Reported: 2/18/2016 6:55:26 AM 06:55,Shape: Triangle
2100,"Dear Sir /Madam   I am a Captain for an airline based in China.Last night, February 17, 2016, at approximately 1144 UTC, approaching position waypoint Dotmi, which is the boundary for Hong Kong and Guangzhou airspace, at FL330, heading 340°, myself and First Officer notice a bright object in the mid Northern sky at very high altitude, surrounded in a blue haze/halo, that was stationary.  This object was reported by another pilot from another airline on the frequency in use.The object appeared to remain stationary for 2-3 minutes, surrounded in blue haze.  The surrounding stars were clear.  There were no high level clouds.  The object then moved  in a southerly direction, appearing to accelerate before turning onto an easterly direction.  As it came close to overhead our position, the object momentarily increased in light intensity, then disappeared from view.I reported the sighting on a pirep (pilot report) frequency.  I got a response from a southbound airliner, at the Fukuoka/Incheon airspace boundary who saw the same object on an easterly track.  He reported that it was his second sighting.I estimate the altitude of this object to be in excess of 60,000ft.  The sky was dark, approximately 1 hr or so after evening civil twighlight.  There were no high level clouds the night sky, and the intensity of the light was the same as what you would see when Venus is in its lower levels on the horizon.The only possible explanation I have is that it was the ISS, but according to NASA website, its track should have been further to the west of our location, at that time.Do you have someone who can confirm the exact position of ISS at the given time?  Do you have any idea what we may have seen?  I am happy to provide further details, but would rather investigate sensible explanations before making a false claim.Look forward to hearing your thoughts.Regards,  ((name deleted))((NUFORC Note:",Duration:4-5 minutes,"Location: Hong Kong (pilot report; in-flight), ",Occurred : 2/17/2016 19:44  (Entered as : 02/17/201y 19:44),Posted: 2/19/2016,Reported: 2/18/2016 12:01:31 AM 00:01,Shape: Sphere
2101,"Formation of bright orange lights appearing and disappearing over AZ desertI observed and pointed out two strange orange lights to my partner, while driving west on interstate 8.  They were hovering very still in the direction of the Mexican border, southwest of us.  While watching for several minutes, we saw a white explosion/light coming from the ground below the orange lights, then what looked like a bright fireball between the two orange lights, then one more white flash from the ground, before the two orange lights disappeared one by one.  Then after about 15 minutes of driving, we saw a set of four other orange lights in the sky appear one by one.  We watched these lights for about 20+ min, before they, too, disappeared one by one.  The last set of four lights seemed to be in a formation, three in the back one in the front",Duration:45 minutes,"Location: Wellton, AZ",Occurred : 2/17/2016 19:30  (Entered as : 021716 19:30),Posted: 2/26/2016,Reported: 2/19/2016 5:27:29 PM 17:27,Shape: Formation
2102,"Triangle formation three lights proceeding one red lightWhen outside, I looked up to the Southeast.  Traveling from east to west mid point on the horizon there appeared one steady red light proceeded by three bright lights in a perfect triangle form.  The bright lights blinked in no ascertainable pattern (i.e. not aircraft lights).  There was no noise.  I then rushed inside and asked my daughter to come out.  She too witnessed the phenomenon.  The lights traveled together from east to west in a steady line.  However, after approximately six minutes the three trailing lights disappeared and the one steady red light continued to the west until it disappeared beyond visible line of sight.  There was an airplane (commercial) that had taken off from MIA.  The distance between the two was significant, even though the civilian plane flew towards the southeast.",Duration:10 minutes,"Location: Miami (Suburbs), FL",Occurred : 2/17/2016 19:30  (Entered as : 02/17/2016 19:30),Posted: 2/19/2016,Reported: 2/17/2016 8:09:54 PM 20:09,Shape: Triangle
2103,"Three circular formations of green lights seemed to float in the sky around 7:00.I spotted three circular formations of green lights, two of them moved slowly while one stayed almost still.  They were about 5 bright green lights forming a circle with one red light at the end.  The one that was staying still seemed to be the lowest.  I stopped my truck while driving to see it and the vehicle behind me did the same.  It began to slowly move northwest.  I could not tell where the other two were moving.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:~3 minutes,"Location: Martinsville, VA",Occurred : 2/17/2016 19:00  (Entered as : 02/17/16 19:00),Posted: 2/19/2016,Reported: 2/17/2016 5:54:21 PM 17:54,Shape: Circle
2104,"2 orange glowing balls in the air not flashing red or white like airplanes,traveling very slow then one cut west and slowly disappear then other follow  after.",Duration:5 minutes,"Location: Greeley, CO",Occurred : 2/17/2016 19:00  (Entered as : 02/17/2016 19:00),Posted: 2/19/2016,Reported: 2/18/2016 2:37:05 PM 14:37,Shape: Fireball
2105,"White star-like comet--like object with white trail.Looked like a comet descending out of cloud ceiling very bright star -like and white. Size of dime at arms length away.  Initially descending at approx 40 to 45 degrees east to west.  Large round white ball with thick white tapering trail at least 6 times the length of the object.  After 6 seconds object made a turn toward north and bright lights seen like an aircraft.  But it suddenly disappeared while I watched! object, trail and all!  Comet?",Duration:9 seconds,"Location: Yonkers, NY",Occurred : 2/17/2016 18:08  (Entered as : 02/17/16 18:08),Posted: 2/19/2016,Reported: 2/17/2016 11:06:27 PM 23:06,Shape: Light
2106,"Strange Lights Date: 2-17-16 Time: 18:05 to 18:45Location: Downtown Rocky Ford, Colo.Conditions:  Night, partly clouded sky (Black Sky)  While standing on a porch I noticed a string of lights to the North.  The lights were in a tight row, coming off and on in white and blue colors.  From an arm’s length, the length of lights ranged from a half inch to two and a half inches in length.  They appeared at the same height (elevation) after going out and returning several times.  They were behind a tower and bracketed by tree branches.  Gauging their height, they appeared to be 25 to 30 feet off the ground.  They would come back each time in different intensities and colors of red or white.On or about their eighth or ninth return, they were mostly red, not as bright but one red light was ejected upward in an arch to the east.The lights seemed to hover and when bright, it appeared to have a mist around them and connected by a reflective surface.  Two prominent white lights most often appeared brightly when returning and the reflective surface was more enhanced in their glare.I returned this morning at 0700 hrs.  The next morning, I snapped pictures to better to define what was in this area to make up the tower.The lights, each time, would return in a different position and in different colors and numbers.  Sometimes their position was more to the right of the tower and sometimes more to the right, but always the same height.My wife was also present and saw this event I went into the building and came out an hour later and did not notice more lights.I’m still looking for other causes for this.  I’ll be out again tonight.",Duration:40 minutes,"Location: Rocky Ford, CO",Occurred : 2/17/2016 18:05  (Entered as : 2-17-16 18:05),Posted: 2/19/2016,Reported: 2/18/2016 12:49:14 PM 12:49,Shape: Unknown
2107,"It was a black figure almost like a ""V"" it had at least 60 lights it came down low I got a good look then took off in a blink of an eye.",Duration:30 seconds,"Location: Portage, IN",Occurred : 2/17/2016 16:49  (Entered as : 2/17/16 1649),Posted: 2/19/2016,Reported: 2/17/2016 3:06:56 PM 15:06,Shape: Triangle
2108,"Random pulses of bright white light some brighter than others randomly appeared in the sky with no associated sound or heading .On Wednesday, February 17, 2016, at approximately 02:00 I took the dog out, and while waiting, observed a bright flash above and slightly to the east of me, no trail, just a flash.  It or another flashed about a second later a little farther to the east, then another a couple of seconds later again farther to the east, again but more to the north of the previous.  It or they continued to move, or appear and disappear would be a better description, to the north a few times then back to the south still way east of the original flashes it/they went behind the tree line in my neighborhood.  These were not satellites or aircraft of any sort, I have been around airplanes all my life and am an aviation technician.  There was no green, red, white or just pulsing white light as would be seen with an aircraft.  It/they did not move in a constant direction or heading as would and aircraft.  Sometimes the flash was dimmer than others a few were very bright flashes.  It was about 6 degrees outside and the sky was crystal clear.  There was no sound whatsoever associated with the flashes.  And they appeared to be or what I would consider to be outside our atmosphere or the edge of it.  Had it been a steady light and moving in a constant heading I would have thought it was a satellite similar in size to when the space station flies over.",Duration:10-15 minutes,"Location: New London, WI",Occurred : 2/17/2016 02:00  (Entered as : 02/17/2016 02:00),Posted: 2/19/2016,Reported: 2/18/2016 5:12:56 PM 17:12,Shape: Flash
2109,A brief sighting of a saucer shaped craft with green light on bottom appeared at top of windshield while driving.Craft did a parabolic curve at 45 degree angle and quickly disapeared into the clouds at night dark after midnight.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:5 seconds,"Location: Watertown, WI",Occurred : 2/17/2016 00:20  (Entered as : 02/17/16 0:20),Posted: 2/17/2017,Reported: 2/16/2017 11:36:43 PM 23:36,Shape: Disk
2110,it was a light going in half a circle every 6 seconds and it made a whistling sound than it stopped and a car alarm went off.i was outside playing basketball when i noticed a circle light went by in a half circle motion so o stopped and seen it again than i counted how long until it did it again and i did that three times just to verify my answer and it was 6 seconds it was about 1:00 a.m when it happened than it stopped going around i didn't see it anymore than me and my witness heard a car alarm go off and it was in the area of the light so i said lets go inside to be safe cause that was a UFO.,Duration:10 minutes,"Location: Tulsa, OK",Occurred : 2/17/2016 00:00  (Entered as : 2/17/16 0:00),Posted: 2/19/2016,Reported: 2/17/2016 1:32:16 PM 13:32,Shape: Light
2111,"Bright pair of white lights south of Phoenix areaOn Coast to Coast Am just now, Peter Davenport said reports of lights near Phoenix area were reported, and may be flares from nearby military test range.  I have seen very bright pairs of white lights 2 nights this past week, on 2/16 & 2/17.  I am a truck driver and regularly drive between Tucson & Phoenix on my graveyard shift.  This took me driving west on I-10 between 9:30pm & 10:30pm on both those nights.  On the 16th, I looked to my left around the McCartney Rd exit near Casa Grande, AZ, to see 2 very bright white lights.  As I have seen strange things in the night skies many times, I looked to see if there were any blinking lights to show they were aircraft, and I saw none.  I looked again maybe 20 seconds later and one of the lights was gone.  After this I payed close attention to the remaining bright light for 3 or 4 more minutes and saw it quickly fade away to dim then gone.  I assumed this was a flare from test range beyond the mountains in the direction I was looking.  The next evening, around the same time, I again saw 2 bright lights next to each other in the sky around the same area of I-10.  Curiosity had me pay greater attention to both then the previous night.  After maybe 5 or 6 minutes, I again saw one dim then quickly go out, but maybe 20 seconds later flared back bright again for maybe 10 seconds, the instantly out again, and within 2 to 3 seconds, the 2nd light disappeared almost instantly.  These again, I assumed were military flares, which is why I did not report them to you here.  I am only now doing so, as it was mentioned on C2C.  Your reports may have come from Phoenix, in which case they would be reported to south, instead of west, of Casa Grande.  Feel free to contact me if any questions or clarification is needed.",Duration:5 minutes,"Location: Casa Grande (near), AZ",Occurred : 2/16/2016 22:30  (Entered as : 02/16/16 22:30),Posted: 2/26/2016,Reported: 2/19/2016 10:53:06 PM 22:53,Shape: Light
2112,"I was in my room, ready for bed.  I told my 18 year old to take our dog out to go to the bathroom before bed.  He took her outside.  Immediately he came yelling and running into my room to hurry up and get outside.  He yelled for his siblings frantically and pale white.  I got up and ran outside.  He said there they are over there.  I said where I don't know what I'm looking for.  He pointed and then I seen 1 very faint neon orange circular orb.  It appeared to move closer to us.   Then back and fourth.  At times, it got very bright.  And then would fade as though it was moving through the couds.  (It's cloudy tonight and I was unable to see any stars) we watched this orb as it moved front back and side to side and it was no plane.  It then just disappeared to my left.As soon as it disappeared, the other one that was to the right and higher got very bright as it moves left from a standing still location.  It then changed direction sharply and came our direction.  It was very bright.  It then stopped moving forward and just stood still. It then went backwards and disappeared.  I know one of the neighbors down the rd see them because I heard them get excited and yell, ""There it is, it's back.""  However, I don't know which neighbor it was.  We live in the country.  No street lights, no traffic lights.  Just peace and quiet.  I have seen and had lot of random activity growing up out here.  This is my first time I have ever posted on any official account log.  With my kids seeing it, and the neighbors, w my history of what I've seen... I just want to know if others are seeing the same things we are in this area.  I've even seen the Fairchild Air Force base planes and choppers chase n or track these objects.  I just want to know... am.  I alone in this in this area?  Thank you.",Duration:4 minutes,"Location: Ford, WA",Occurred : 2/16/2016 21:59  (Entered as : 02/16/16 21:59),Posted: 2/19/2016,Reported: 2/16/2016 11:03:10 PM 23:03,Shape: Circle
2113,"6 RED/ORANGE ORBS, PLUS 1--SPEED /SPACING/R SAME.ORANGE-RED GLOW ORBS 6 IN TOTAL--EQUAL SPACING/EQUAL SPEED/NO SOUND MOVING WEST TO EAST 7TH ORB IN FRONT TWICE AS HIGH-SAME SPEED -SIZE PROPORTIONATE",Duration:3-4 minutes,"Location: Birch Run, MI",Occurred : 2/16/2016 19:52  (Entered as : 02/16/16 19:52),Posted: 2/19/2016,Reported: 2/19/2016 5:27:46 AM 05:27,Shape: Formation
2114,Looked like a ball of fire going fast across sky and disappear into the west sky.,Duration:,"Location: Kill Devil Hills, NC",Occurred : 2/16/2016 19:19  (Entered as : 02/16/2016 7:19),Posted: 2/19/2016,Reported: 2/16/2016 4:33:37 PM 16:33,Shape: Fireball
2115,"Bright fast moving glowing green object low in horizon at early eveningWas walking my dog, helicopter was in the area in apparent low large oval orbit with landing spotlight shining in Douglas Park area.  As it moved towards Four Mile Run Road, I saw an object moving along the dark skyline, traveling northwest.  The weather was clear, object glowed bright green with small glowing tail of green, my first thought it was an aircraft possibly the helicopter, but noted it was bright and moving horizontally at a moderately fast flight NW...second thought was it was a falling star type object, but it was too close to horizon to be that.  Object should possibly have been observed by helicopter in the area as they were in the same basic direction.",Duration:5 seconds,"Location: Arlington, VA",Occurred : 2/16/2016 19:14  (Entered as : 02/16/2016 19:14),Posted: 2/19/2016,Reported: 2/16/2016 4:42:17 PM 16:42,Shape: Teardrop
2116,"Green flame with tail in Hertford NC  - was it a meteor?We were driving south on Snug Harbor Rd.--between Rt 17 and Burnt Mill Rd.  A round object came across the sky from an east to west direction.  The object appeared to be on fire with a green flame and a tail.  It was not very high in the sky, we could see alot of detail.  It seemed to disappear - we did not see it drop (but since it was dark we would not have seen it fall once the flame went out).  Approx. latitude 36.119282 - Approx longitude -76.482885",Duration:,"Location: Hertford, NC",Occurred : 2/16/2016 19:12  (Entered as : 02/16/2016 19:12),Posted: 2/19/2016,Reported: 2/16/2016 4:37:42 PM 16:37,Shape: Sphere
2117,"Object was moving rapidly left to right, approximately 300-500' AGL, orange yellow fiery tail front end looked white/bluish in colorOn 16 Feb 2016, my 15 year old son and I were coming from soccer practice, heading South on Centerville Rd. in Williamsburg, VA.  At 17:12 local, I saw what appeared to be an object ""on fire"" moving rapidly from left to right (East to West) as we viewed it.  I asked my Son, ""Are you seeing this?""  He replied, ""Yes...that's cool!!""  It took 4 seconds to traverse our view, and then was obscured by the trees lining the road.  It was cold looking up front, bluish/white in color and as you looked aft, the ""tail"" seemed to be much hotter or on fire.  A yellow/orange color like fire or an object burning up in the atmosphere.  I estimated it to be about 30 degrees elevation from our view in the car and would estimate its declining altitude to be 300-500 AGL, when we viewed it.  We saw no impact due to the trees obscuring our view and heard no sirens or emergency vehicles once we reached the house.  Figured if it were a meteor, it would impact and get people's attention?",Duration:3-4 seconds,"Location: Williamsburg, VA",Occurred : 2/16/2016 17:12  (Entered as : 02/16/2016 17:12),Posted: 2/19/2016,Reported: 2/16/2016 4:38:58 PM 16:38,Shape: Fireball
2118,"A large white fireball with a smoke or vapor trail flew Northwest.At first I thought I was just seeing a jet with a large contrail, but the plume got wider and the object was a white ball with the streaming plume, which seemed to get larger as it flew from SE to NW.  It disappeared behind clouds.  I waited to see if I'd hear a sonic boom or anything, as I have seen space junk and a large meteor another time which made sonic booms, but nothing.  This was approx. 5 PM, I was walking my dogs which are a handful, so didn't think of looking at time.  I did snap a couple of pics, and will look to see how they came out.  That's all neighbor. ((NUFORC Note:  We have requested copies of the photos.  PD))",Duration:30 seconds,"Location: Enterprise, WA",Occurred : 2/16/2016 17:00  (Entered as : 02/16/16 17:00),Posted: 2/19/2016,Reported: 2/16/2016 7:41:38 PM 19:41,Shape: Fireball
2119,"Unidentified brilliant green/blue light appeared at children's bus stop.Light appeared in the trees just off the main highway.  Brilliant blue/green light. Similar in color to the Northern Lights.  Object divided into 3 lights, quickly disappearing to the north.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10-15 seconds,"Location: Kasilof, AK",Occurred : 2/16/2016 06:45  (Entered as : 02/16/2016 06:45),Posted: 2/19/2016,Reported: 2/16/2016 5:04:20 PM 17:04,Shape: Light
2120,"Blue flash, no streaks, no flashing lights, instant direction changes.Oil field worker driving a tanker saw blue flash move due West at rapid rate.of speed then disappeared.  A few seconds later turned 90° North in an instant.  Moved extremely fast.  I was moving approx 45 mph and it moved around 10 miles west and 15 miles north in around 30 to 45 seconds. The light of the craft did not flash nor did it have a tail.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Duration:1 minute,"Location: Pangburn, AR",Occurred : 2/16/2016 01:30  (Entered as : 02/16/16 01:30),Posted: 3/4/2016,Reported: 3/4/2016 3:27:27 AM 03:27,Shape: Flash
2121,"As we were inside, the town goes completely black as we walk outside multiple green flashes were seen in the sky in a distance towards the east at this time we hear no explosions just the whole sky going completely green with something in the clouds next thing it all stops and the lights come back on((NUFORC Note:  Witness elects to remain totally anonymous, and provides no contact information.  Possible hoax, we suspect.  PD))",Duration:Pacific Hwy,"Location: Federal Way, WA",Occurred : 2/16/2016 01:22  (Entered as : 2/16/16 01:22),Posted: 2/19/2016,Reported: 2/17/2016 9:45:52 AM 09:45,Shape: Flash
2122,"Today at 12:30am on 2/16/16, while heading southbound on Highway 167, I witnessed a blue flash in the sky while passing by the city of Auburn, Wa.  It was electric or neon blue illuminating the sky to the west.  There was no sound.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:1 second,"Location: Auburn, WA",Occurred : 2/16/2016 00:30  (Entered as : 2/16/16 0:30),Posted: 2/19/2016,Reported: 2/16/2016 9:23:04 AM 09:23,Shape: 
2123,Addendum to original reportNeighbor reports that house lights in three different (but grouped together on five acres) houses went out for 3-5 seconds during flash and then came back on immediately afterwards.  Street lights stayed on.,Duration:3-5 seconds,"Location: Federal Way, WA",Occurred : 2/16/2016 00:30  (Entered as : 02/16/2016 00:30),Posted: 2/26/2016,Reported: 2/22/2016 4:56:25 PM 16:56,Shape: Flash
2124,"Bright flash with no sound lighted up backyardNeighbor next door reports a very bright white flash with no sound, that lighted up her entire backyard approx. 5 cleared acres next to I-5.  At time she thought it was heat lightning but determined that the air temperature was too low.  Neighbor has lived here 60 years and is as sharp as a tack.  I was asleep at the time and did not see or hear anything.((ADDENDUM TO REPORT))Addendum to original reportNeighbor reports that house lights in three different (but grouped together on five acres) houses went out for 3-5 seconds during flash and then came back on immediately afterwards.  Street lights stayed on.((END ADDENDUM))",Duration:2 seconds,"Location: Federal Way, WA",Occurred : 2/16/2016 00:30  (Entered as : 02/16/2016 00:30),Posted: 2/26/2016,Reported: 2/22/2016 3:47:49 PM 15:47,Shape: Flash
2125,"Sounds in the middle of the night.Strange humming sounds during the night.  It goes on and off like a car trying to start.  Then it turns off.  Like it powers down.  Like a *whewwww* then its silent.  I have no idea what it is.  It's not like a trumpet, its more like a humming sound.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:>1 hour,"Location: Rapid City, SD",Occurred : 2/16/2016 00:15  (Entered as : 12:15),Posted: 2/19/2016,Reported: 2/16/2016 11:21:35 PM 23:21,Shape: Unknown
2126,"On a ride home after work we were driving home on the highway when we both noticed said flying object about 200-300ft directly above our car in a dead hover.  The object seemed to have a sort of triangular shape with 1 red light coming from the center of its mass.  As we continued to drive under it we were still amazed by what we saw we passed it by like 100 feet but could still see it hovering in the same spot so I told my friend that was driving to turn around so we could get physical evidence of it like a photo or video and as he commenced making the U turn, it saw us, because in like 1-2 seconds it flew over a hillside like 2 miles away.. nothing man made can cover that distance in that amount of time that's when I knew without a doubt what I just seen.  Also I was looking online at some sketches of various different ufo's seen throughout history and I found one that was a really close match almost identical.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",Duration:~1 minute,"Location: Tunkhannock, PA",Occurred : 2/15/2016 22:05  (Entered as : 2/15/16 22:05),Posted: 3/24/2016,Reported: 3/21/2016 11:05:42 PM 23:05,Shape: Triangle
2127,"Triangular object with dim orange lightsBack yard in quiet neighborhood, stargazing with my 11 year old.  Silent triangular object at least 75 feet above me.  5 small circular dim orange lights or reflective surfaces of some kind.  Our street lights burn orange so perhaps it was just reflecting that.  Going in a straight path N to S.  Possible RC tri-copter but no known commercial models to match what I obseved.",Duration:1 minute,"Location: Virginia Beach, VA",Occurred : 2/15/2016 20:35  (Entered as : 02/15/2016 20:35),Posted: 3/18/2016,Reported: 3/15/2016 7:15:38 PM 19:15,Shape: Triangle
2128,This is incredible being it was taken with two different games cams.  This rules out human error.and it takes movement to set them off.  In the first two zoom in and see the figure in the light on the one with craft you can zoom in and see a figure between two of the lights.,Duration:30 minutes,"Location: Elberon, VA",Occurred : 2/15/2016 19:00  (Entered as : 02/15/16 19:00),Posted: 3/17/2017,Reported: 3/12/2017 8:08:32 AM 08:08,Shape: Disk
