,Description,Duration,Location,Occurred,Posted,Reported,Shape
1092,"Four unidentified moving flashing lights that hovered in place for several minutes. Terre Haute, IndianaAt first, I thought there were two planes, flying too close to each other, so I watched them. There was no sound from the objects.  The objects were flashing white lights and at first moving quickly to the south of me in a westward direction.  Then the two flashing lights came to a stop and hovered in place.  I scanned the sky and noticed two more flashing lights that were hovering in place nearby, to the East of the other two flashing lights.  As I watched, the first two flashing lights that I saw suddenly went dark.  The other two flashing lights to the East, continued to hover in place for two - three more minutes and then went dark also. I am a retired Technical Writer, age - 61 years old((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 minutes,"Location: Terre Haute, IN",Occurred : 8/31/2016 23:40  (Entered as : 08/31/16 23:40),Posted: 9/2/2016,Reported: 8/31/2016 9:21:42 PM 21:21,Shape: Light
1093,Stationary yellow gold lights seen during extended long sightingI watched a cluster of 2 to 7 yellow gold glowing lights stationary near the bay and Corte Madera marsh area.  This activity went on for approximately 1 hour. Sometimes there would be a string of 4 to 6 objects in a row and other times there would be 2 bright objects side by side.  This hour long activity would start to fade out and then start right up again.,Duration:1 hour,"Location: Corte Madera, CA",Occurred : 8/31/2016 22:00  (Entered as : 8-31-16 22:00),Posted: 9/15/2016,Reported: 9/10/2016 3:38:07 PM 15:38,Shape: Circle
1094,"Strange meandering craft pulls near 180 before streaking exitMy mother and I were out enjoying the night on the deck.  Spotted a few meteors, played with Google sky map nothing particularly out of the ordinary happening. I was following a line of dense stars, I assume is the milky way, when a saw the light. It was just a dot same size and color as a star but slightly less bright. It emitted a steady glow with no flashing or indications that it was manmade aircraft.  The ""star"" was drifting to the south east following a straight path faster than a plane. Speed estimate around cruising fighter jet speed. The craft continued this path for about 5 mins until it began to flicker. I picked the craft back up not far from where it faded it became slightly brighter after this and shot like a laser beam for just a second to the west and was gone.",Duration:5 minutes,"Location: Malo, WA",Occurred : 8/31/2016 22:00  (Entered as : 8/31/16 22:00),Posted: 9/9/2016,Reported: 9/7/2016 10:32:06 PM 22:32,Shape: Light
1095,"Fifteen minute sighting of unusual light formation north of Madison..Light formation witnessed for a period of fifteen minutes north of Madison.  This formation appeared to be approx the width of a football field. It looked like 30-40 spotlights pointed straight upward toward the sky.  The lights were green with a bit of orange- but mostly green.  I could not see a source of the lights, and they were over an area of farm fields.  There were no tractors in the fields and there are also no homes or buildings in this area.  The light formation did move slightly to the west at the ten minute mark.  I counted approx 20 Air Force jets circling in the sky during the event.  This is highly unusual, as I normally see no more than a handful at a time in the skies around my home.  At the fifteen minute point the lights completely disappeared.",Duration:15 minutes,"Location: Arlington, WI",Occurred : 8/31/2016 21:00  (Entered as : 08/31/16 21:00),Posted: 9/9/2016,Reported: 9/2/2016 5:51:39 PM 17:51,Shape: Light
1096,We saw 3 triangle objects in the sky with Redish Orange Lights that hovered over the treeline and then disbursed into the sky.2 large triangle objects were noticed in the sky and 3rd object appeared all with Redish Orange lights and hovered above the tree line in the sky.    Within a few minutes they disbursed in the sky.  We are able to take a picture.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),Duration:10 minutes,"Location: Concord, NC",Occurred : 8/31/2016 21:00  (Entered as : 08/31/16 21:00),Posted: 9/9/2016,Reported: 9/3/2016 5:15:29 PM 17:15,Shape: Triangle
1097,"At 7:20pm i was in my backyard watering my garden in the city of pomona, ca.  At 7:35pm i finish watering the garden and just stood around in the backyard looking at the plants and the sky.  It was past sunset but the sky was still clear blue and visible.At 7:46pm, I looked up east of the sky looking towards the neighboring city of Montclair or looking over the Inland Empire.  I saw a bright light sphere object.  It was between yellow and orange in color.Still focus on the object it started ascending very slowly.  Then it started shrinking, in what look like if it was in steps or in stages of large to small perfect spheres.  While it was shrink at the same time it look like it was losing some of its yellow orange glow, and would looked like a silver or grey color.  Then after staring at it for about 15 seconds, it just disappear.",Duration:15 seconds,"Location: Pomona, CA",Occurred : 8/31/2016 19:46  (Entered as : 08/31/16 19:46),Posted: 9/2/2016,Reported: 9/1/2016 7:33:49 AM 07:33,Shape: Sphere
1098,"Bright flashing spherical light appearing in NW sky at dusk before any other stars , and disappears w/in the hr. No sound.Please note that I first noticed a bright light over Mt. Taylor/Grants, NM,  on on hwy 547, date:  8/31/16 @ 7:38 pm, disappearing behind a cloud at 9:02 pm; and have been logging almost nightly since then, including tonight, as the light shows up almost  almost daily like clockwork.  It will generally appears before any other stars are out, looks like a very bright planet?  Close up pictures give appearrance of an 'eye of hurricane,' swirl like motions moving clockwise, maybe fireball?...center appears to have a solid spherical object, gold in color that moves/spins but always stays in the center, casts a shadow, and pulses, and flashes every 30 secs or so.  On 9/20/16 @ 2:36 am, a bright light appeared very low to ground near base of Horace Mesa, and it flashed one time, and night was like day for a second.  It's been observed moving at different rates of speed and and altitudes.",Duration:1.5 hrs,"Location: Grants, NM",Occurred : 8/31/2016 19:38  (Entered as : 8/31/2016 19:38),Posted: 10/11/2016,Reported: 10/7/2016 10:41:14 PM 22:41,Shape: Light
1099,"Was standing outside with my boyfriend as it was about to storm. I was taking pictures of the sky and we thought something seemed kind of odd about some of the clouds and things just seemed a bit off.  Later, while reviewing the pictures I'd taken, I noticed a couple had something in them I hadn't seen with my naked eye at the time. http://m.imgur.com/a/hM3Lg",Duration:Unknown,"Location: Oklahoma city, OK",Occurred : 8/31/2016 16:45  (Entered as : 08/31/2016 16:45),Posted: 9/30/2016,Reported: 9/25/2016 12:00:44 AM 00:00,Shape: Unknown
1100,"While out walking, I saw slow moving bright objects that seemed to form shapes.  After 10 minutes, they changed direction and disappearedStartling bright objects (well over 50) high in a clear blue sky glided into circles and shapes –seeming to dance and perform.  They appeared to stay even with my walking stride for about 2 blocks.  I stopped to watch for a bit trying to figure out what they were.  They slowly moved in front of me (they always stayed together in a large group) – I passed under a tree and they were gone.  I stopped again and scanned the sky and there was nothing – not one.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 minutes,"Location: Shoreview, MN",Occurred : 8/31/2016 12:00  (Entered as : 08/31/16 12:00),Posted: 9/2/2016,Reported: 8/31/2016 11:57:56 AM 11:57,Shape: Chevron
1101,"I stepped outside at about 1:38 and immediately noticed two stationary lights in the northeastern sky.  I thought this very unusual, because I can't usually see stars in this part of the sky due to city lights.  There were two lights one bigger, which I thought was a planet at first glance and the other much smaller.  They both had a white to blueish glow.  As I began to walk back to the front door, I took another look look up and they were both gone.  This was probably a two to three minute span of time.",Duration:2 minutes,"Location: Memphis, TN",Occurred : 8/31/2016 01:38  (Entered as : 08/31/16 1:38),Posted: 9/2/2016,Reported: 8/31/2016 8:00:23 AM 08:00,Shape: Light
1102,"White/yellow glowing egg shaped object flying low south to north Holden, MA11:57 pm- took my dog out to do his business in our front yard.  He went to the edge of our property, a rock wall about four feet above the road, he stopped and was looking up at the sky facing South.  This caught my attention and I looked at the same area.  Within one to two seconds, a glowing, completely silent object appeared, it looked to be 500 feet or less above ground, moving quickly from South to North.It was in view for approximately 10 seconds, and couldn't be seen, after going behind trees.  It was kind of egg/ walnut shaped, yellow-whitish glow, moving about 200 mph, completely silent.  I know most, if not all, man made aircraft, and this is not something common, nor known to be in use by any military.  I am an aviation/history enthusiast.  The shape was close to the craft in the movie, ""Flight of the Navigator.""  It absolutely WAS NOT a meteor or anything from nature.",Duration:~10 seconds,"Location: Holden, MA",Occurred : 8/30/2016 23:57  (Entered as : 08/30/16 23:57),Posted: 9/2/2016,Reported: 8/31/2016 9:21:59 AM 09:21,Shape: Egg
1103,"6 to 7 bright white lights on triangular craft - North ColumbusMy girlfriend and I were watching the sky again, and we saw something flying in the distance, the craft came from the same direction, and did the same exact movements as it had the night before.  It actually descended vertically with no horizontal movement.  We saw no red or green lights present on the craft.  (Indicating a commercial or even military aircraft.)  It came from the North, until it got around some trees, made a gradual 90 degree turn and began heading to the West.  (In the direction of the airport here.)  We see tons of planes coming in and landing all day, everyday.  This thing was not a commercial airliner. It was flying entirely too slow, too low, and was way too quiet to be a passenger airliner, and had too many lights on it.  (And in the wrong places/not having the correct lights for an airplane.)  It flew pretty slowly past the house, it was probably about 100 - 250 feet away (maybe a bit more) from the house, and it was flying at a pretty low altitude, I'd guess somewhere around maybe 200-400 feet area possibly.  I actually managed to snap a few quick pictures of the thing, which I will attach to this.What was odd to me was the fact that there weren't any other airplanes coming in for about 10 - 15 minutes before this craft came, and nothing came in to the airport for about 15 - 20 minutes after we saw the craft.  There is also an Air Force base pretty close by (Rickenbacker AFB), but that base is roughly 30 minutes to the South of us.This one did have a sound, like a plane - but a very, very quiet plane. (It was more quiet than a single prop airplane.) We didn't hear the noise of it until it was passing the house, and for a brief moment after it had already passed by the house. It had at least 6 - 7 bright white lights present on it. (That's only counting the lights on the left side and back side of the craft.) It was very dark, but it was most likely a black craft, and the way the lights were situated on the craft, it had to be a triangular craft.Note:  Normally we hear crickets outside all night long, but when this craft hovered past us, it was dead quiet outside with the occasional sound of vehicles on the nearby highways and the craft when it hovered by.",Duration:3-5 minutes,"Location: Columbus, OH",Occurred : 8/30/2016 23:56  (Entered as : 08/30/2016 23:56),Posted: 9/2/2016,Reported: 8/31/2016 6:30:22 PM 18:30,Shape: Triangle
1104,"Red and blue color changing orb moving in all directions.I went out on my deck and i saw a fast moving blinking white light.  It then turned solid red. It was going faster then a plane, then all of a sudden it stopped and went the oppisite direction.  Then it was moving diagnal, then up and down.  Then it turned really bright solid blue for a few seconds.  Then it turned red again and went over towards some planes coming.  Circled around them.  The movement of this red and blue orb was the most unique part.  Then it seemed like the orb didn't know what to do.  Then it feathered down past the tree line.  The interesting part was that i grabbed my phone to record it and i only got one second, and my phone misteriously died and i had 15% charge.  It didn't want me to record it.",Duration:5 minutes,"Location: Anchorage, AK",Occurred : 8/30/2016 23:08  (Entered as : 8/30/16 23:08),Posted: 9/2/2016,Reported: 9/1/2016 11:11:41 AM 11:11,Shape: Sphere
1105,"4 white glows in the cloud cover circling like sparrows within a 1/4 mile.4 independent lights approx 20' in diam glowed in the clouds and circled irradicly but stayed in a circle diam of 1/4 mile radius moving at unbelievable speeds, silent and changing direction.  Got tired of watching them went to bed with them still going.  Wife saw them as said someone is shinning lights on the clouds with a bright light.  So i went around the area to see who was doing it, found no one around but me.((NUFORC Note:  We have changed the time above.  PD))((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:1 hour,"Location: Spring, TX",Occurred : 8/30/2016 22:30  (Entered as : 8/30/16 10:30),Posted: 9/2/2016,Reported: 8/31/2016 7:33:20 AM 07:33,Shape: Light
1106,"Once in a life time experience!!On the night of Aug 30, 2016, I went out to may back yard around 9:50pm and spotted a dimmed glowing greenish blue spot in the Western sky few degrees off to the North, sort of look like a piece of cloud glowing approx 35-40 degrees over the horizon.  Then it slowly moved to the South West while rising changing shape. At on point it looked straight in the sky. Then it got smaller as it was rising, when it was straight up in the sky (80 dgrees to the South heading East) it got bigger and I saw multiple flashes (flashing lights) and it looked like a massive cluster more than 15 miltiple flashing spots but unable to make a shape out of it. I raised my both hands up in the air and spread them to about 60-70 degreee angle and thats about the size of what ever I saw at the biggest point. A massive cluster of lights.biggest  Then it got smaller and smaler while dissapered into the eastern skies. I also noticed air traffic below pass by like nothing was happening up above. I was baffled by this and my 11 year old son witnessed the entire sighting with me. It never made a noise what so ever. Then tonight I found out that my neighbour also witnessed this at the same exact time along with 3 others.",Duration:15 minutes,"Location: Menifee, CA",Occurred : 8/30/2016 21:50  (Entered as : 08/30/2016 21:50),Posted: 9/9/2016,Reported: 9/3/2016 11:39:37 PM 23:39,Shape: Other
1107,between 9:45 and 10:01 p.m. on 8/30/2016. my girlfriend and I saw two lights hovering over the tempe area. we were looking south to southwest.  two orangeish red ish lights side by side with one slightly higher than the other hovered for about 10 mins then flickered off... then reappeared but seemed to be further away this time... I have cell phone video and would like to send it in.,Duration:16 minutes,"Location: Tempe, AZ",Occurred : 8/30/2016 21:45  (Entered as : 08/30/2016 21:45),Posted: 9/9/2016,Reported: 9/6/2016 10:14:41 AM 10:14,Shape: Light
1108,"At around 9:40 pm, went outside and saw two bright orange fireballs side by side, heading towards south mountain.  within about 5 minutes, they both faded out and disappeared.  went back outside 5 minutes later and there were two more identical fire balls heading in same direction and as the first two watched one disappear and then the other within 5-10 minutes.  at one point the first set appeared to get real close together and then separated.  the second set of lights seem to be real bright, then dim out and then got bright again before disappearing.  as we live near the airport i have seen many planes which this was not.  again just at 10:18 two more headed same direction, same color and circular in shape.  seemed to be further away this time or closer to the mountain.  oddly they keep appearing within 5-10 minutes apart and in pairs of two.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:5-10 minutes,"Location: Tempe, AZ",Occurred : 8/30/2016 21:40  (Entered as : 08/30/2016 9:40),Posted: 9/2/2016,Reported: 8/30/2016 10:32:30 PM 22:32,Shape: Fireball
1109,"Star like object moving up, down, all over, silently about 12 seconds just at dark on cloudy night in S.W.sky.Thought it was a medium size star.  Stationary as my eye first caught it.  Thought it was the only star out. Same brightness as a star.  The sky was overcast, cloudy.  Then it moved to my right about 4 times faster than a plane, then on an angle down to my left.  Then squiggled all around then up then straight down.  No sound, no flashing lights, left no trail.  Thought maybe a shooting star but they don't go down then up.  I was coming out my front door to walk the dog.  It was just about dark out.  I was facing south west when I spotted it looking toward Holland",Duration:12 seconds,"Location: Zeeland, MI",Occurred : 8/30/2016 21:00  (Entered as : 08/30/2016 21:00),Posted: 9/2/2016,Reported: 8/30/2016 7:46:10 PM 19:46,Shape: Light
1110,"Saw a stationary pattern, not moving and not making any noise for a minute until it slowly dimmed away.Near Pinney Street, saw an unidentified light source, about 1000 feet high, that seemed to have structure to it; the lights seemed to be shining through something.  The object had 2 circular lights on top, a wide bright light below it, and a single light below that.  The object was not moving at all.  We watched it for about a minute, from about a mile away, until we were almost beneath it.  As we were attempting to identify it and were driving down the street, the lights slowly dimmed until they were out.  We then stopped the car, to see if we could hear a plane engine, but could not see or hear anything more.  A senior and a teenager witnessed this.",Duration:1 minute,"Location: Ellington, CT",Occurred : 8/30/2016 20:45  (Entered as : 08/30/16 20:45),Posted: 9/2/2016,Reported: 8/30/2016 6:16:54 PM 18:16,Shape: Oval
1111,"Floating bright orb flashes then disappeared completelyI was laying on my couch facing my window which faces south.  I looked up at the window and saw one large orb of light.  It was flying west towards the mountains at a level in the sky that would be just a little too low for a commercial plane unless it were landing.  It stopped moving immediately and just sat in the sky for a moment.  Suddenly the orb of light got very dim to the point where you could almost not see it anymore, and then immediately re lit very bright causing a bit of a flash and then disappeared without a trace.  It wasn't just further away in any direction, it flashed and then was completely gone.  This all was in the duration of about 8 seconds.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:10 seconds,"Location: Greeley, CO",Occurred : 8/30/2016 20:30  (Entered as : 08/30/16 20:30),Posted: 9/2/2016,Reported: 9/1/2016 12:28:36 AM 00:28,Shape: Sphere
1112,"We have a  big, clear and close ufo.Outside the city in the east it was a ufo flying in the sky west between us and the city.  We have a very big, clear and close. Mmy sister see it on this time and place. City news published about it with other people's statements.  Sorry for not knowing English very well.((NUFORC Note:  Source of report indicates that the date is approximate.  PD))",Duration:1 minute,"Location: Naghadeh (Iran), ",Occurred : 8/30/2016 20:30  (Entered as : 08/30/2016 20:30),Posted: 4/7/2017,Reported: 3/24/2017 2:23:15 AM 02:23,Shape: Disk
1113,"Golden bars shaped like a sphere with a glowing light inside of it, gliding towards us.at around eight pm, eastern time.  I was sitting on the back porch with my roommate.  We were observing everything in the sky as usual.  For some reason this night we noticed more airplane activity than usual.  i kept noticing to the right of me there was a object in the air with red and green lights, but it was just hovering over some buildings.  it had to be at least four blocks away from us.  About ten minutes later the object dropped rapidly and then came back up, the red and green lights were still lit up on the object the whole time hovering over the same location.  my roommate and i were trying to figure out whats going on and what is it.  I thought it was a drone or something.  Around 8:45 pm we noticed a small,white, clear, rectangular shaped object gliding around the corner towards us.  As it came closer i noticed a bright light in side of the object that looked like a light bulb. it was gliding towards us slowly.  The object was actually within our reach.  The object changed its form into a golden sphere, but it looked like a cage that was shaped into a sphere.  It was still gliding towards us, the object still had the golden light inside of it.  The object flew higher and started to travel to the right of us, i caught that part on video.  The object changed its form again into some sort of mechanical ball, it then folded itself and disappeared.  My room mate started to scream dial 911, and I called channel 7 news.  I was told to send in the pictures.  I was terrified because i could not understand what was going on.  I called all my friends and family to tell them what i just witnessed.",Duration:1 hour,"Location: New York City (Bronx), NY",Occurred : 8/30/2016 20:00  (Entered as : 08/30/2016 21:00),Posted: 12/5/2016,Reported: 11/23/2016 11:21:59 AM 11:21,Shape: Changing
1114,"Saw 3 red lights hovering in distance, about the height of typical aircraft.  3 red lights hovered in a triangular pattern, one by one, each light seemed to immediately disappear.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 minutes,"Location: Pittsburgh, PA",Occurred : 8/30/2016 20:00  (Entered as : 8-30-16 20:00),Posted: 9/2/2016,Reported: 8/30/2016 7:36:09 PM 19:36,Shape: Sphere
1115,Saw a bright flash that lasted around 3 seconds.  Then a smoke trail.  Was traveling it a easterly direction.  The smoke trail continued until object was out of sight.  Then a single jet intersected the point where the flash occurred.  The jet looked too be military and was traveling in a northerly direction.((NUFORC Note:  We have corrected the data above.  PD)),Duration:5 minutes,"Location: Hyrum, UT",Occurred : 8/30/2016 19:59  (Entered as : 09/30/2016 19:59),Posted: 9/2/2016,Reported: 8/31/2016 5:12:02 AM 05:12,Shape: Flash
1116,UFO seen hovering South East 4 to 6 miles from Simmons Air field near Fort Bragg.  Roughly between 15000 to 20000 feet in altitude.  One Apache helicopter with radar was seen slowly heading towards the direction of the UFO.,Duration:Currently,"Location: Fayetteville, NC",Occurred : 8/30/2016 17:40  (Entered as : 08/30/16 17:40),Posted: 9/2/2016,Reported: 8/30/2016 3:03:23 PM 15:03,Shape: Cylinder
1117,"Orange light travels across sky then disappearsA singular bright orange, circular light was traveling slowly across the sky just over the beach area.  It got brighter at one point and then disappeared.  Multiple individuals observed this.",Duration:1 minute,"Location: Dana Point, CA",Occurred : 8/30/2016 16:00  (Entered as : 08/30/16 16:00),Posted: 9/2/2016,Reported: 9/1/2016 11:34:32 AM 11:34,Shape: Light
1118,"I was drinking coffee on my back porch i looked up and i saw a dark silver circle shaped UFO for like 6 seconds flying very slow i hope someone else saw this too, it has been happening very frequent in the North Utica area this is the second time i've seen this.",Duration:6 seconds,"Location: Utica, NY",Occurred : 8/30/2016 11:30  (Entered as : 08/30/2016 11:30),Posted: 9/2/2016,Reported: 8/30/2016 2:31:01 PM 14:31,Shape: Circle
1119,"Craft just disappearedI was driving on Illinois Route 59 in west Chicago, Illinois.  I looked up and saw a silver cigar type craft.  The sun hit it and I saw the reflection.  I thought it was a united airlines jet, as the color was spot on match.  But within a few seconds it just vanished!  Blue sky no clouds.  The craft was about 6-8000 feet.  I watch southwest on final approach from Joliet to Midway airport.  13 years in law enforcement I've never seen a jet just disappear.  I'm at a loss for words",Duration:5 seconds,"Location: West Chicago, IL",Occurred : 8/30/2016 11:00  (Entered as : 08/30/16 11:00),Posted: 9/2/2016,Reported: 8/31/2016 7:53:25 PM 19:53,Shape: Cigar
1120,"Saucer seen on I-26 and Ladson RdSo, I’m a student. I got out of class sometime after 9:30 and I hit the interstate.  I got on Ashley Phosphate, took 1-26 West to get off on exit 205 A. As I’m going down the road, I see this bright light. It was just a small circular light- I assumed it was a airplane.  It approached, like one. I like planes so I was watching it, waiting for it to pass over me, but instead it stayed in the distance.  I found it odd, about 2 minutes passed and I watched it slowly make its way over to the left side of the interstate and it descended into the trees.  I was so confused, because the only airport I know of is the one alll the way back after exit 212.  So. Right as this “plane” descends, I see another one.  This one has two lights on each end. Different colors.  I automatically assume that it’s a helicopter.  It slowly makes it’s way over the interstate and then it pauses too.. I put on my glasses and watch it slowly descend into the trees.  About a mile away from the! first one.  I was so confused, if these were helicopters, why were they landing in that area? I’m not too familiar with the area but I knew there was no landing spots there.  So just as I see it disappear within the trees.. I see another as I’m passing by the signs saying 205 B is coming up.This one, it wasn’t really moving. I stared at it all the way to my exit.  It was close to ground. I couldn’t make out the object at first but once I came up to the exit, it was directly above me man. It had very dim lights on it.  Now at this point “ufo” was going through my mind, the craft looked so odd.  I was eyeballing this thing hard as I drove around the loop and came up on University Blvd?  I rolled down my window just to listen, to see if it made any sound. It was so quiet.  I watched this thing HOVER from my right side over to my left side.  As I was coming down the hill, a car pulls full of boys are passing me, and I watched the guy i the passenger and he screams “DUUUUUDE” and they take off.  That made me feel better, I knew I wasn’t just seeing things.  It’s pretty high up in the air, but it was so close.. I’m not good at describing distance so I can’t tell you but as I was driving down that hill to get to Ladson, I was in sync with the object.It was getting lower and lower to the ground.  I get to the light, turn left on Ladson, and I’m going as slow as I can, just keeping up with it.  I’m going about 15mph on a 45?  And I follow it to Ladson Elementary School.  It was right there..  It wasn’t in the street, it was hovering over the parking lot of the school?  It had these  strange dim lights that looked so out of place, and the object moved so slow in mid air. I could see it’s shape now, as it slowly shifted from horizontal to vertical. It was a saucer. Just as it did that, it spit something, it was like a tiny pill shaped object that had a white glow to it,  it was big enough for me to see. Right after that I hauled ass.  I got so emotional and so scared. As I’m getting to my friends house, I see military planes in the sky, going towards the direction from which  I came.	I arrive to her house and I bolt to her door, I think I see  a drone or two flying over her neighborhood, I’m so freaked out. I knock on her door then just barge in, I was too scared to stay outside. I went ballistic and was telling them what happened, they look outside and see the drones. We stayed there for about 20 minutes before leaving again.  As we’re getting in the car, a light in the sky is coming our way, it looked like the first flying object I saw, but it revealed itself to be a plane.  But this plane was scoping.  It was cruising through the sky. And when we left her neighborhood and went back up Ladson, I watched these huge trucks pull into the back of the school, and then the cruiser plane  flew across the street.	We get to the gym. Work out. Leave. Go back to Ladson. It’s about 12:40 when we get to the light to turn onto Ladson. That plane was still in the sky scoping and those trucks were just leaving the area. I go home. I couldn’t sleep. Needed the lights on to sleep. Haha. There were people on the road, and many people on the interstate that could've saw too.. It really sucks you know. I wish I didn’t see that. I mean. That was cool. Really cool. But. Overwhelming. I just want to know the truth but I guess it’s better to just mind my business.",Duration:10 minutes?,"Location: Ladson, SC",Occurred : 8/30/2016 09:50  (Entered as : 08/30/16 09:50),Posted: 9/2/2016,Reported: 8/31/2016 9:07:37 AM 09:07,Shape: Disk
1121,"White dot over boulderFirst noticed at 6:40 AM.  Sun was coming up, it was bright out.  No stars left but one to the NNW.  Bright star, not flashing or twinkling.  I pointed out to my co-worker the star and said it was most likely a planet.  I'm a recent college graduate that took a handful of astronomy and cosmology courses and I'm extremely skeptical of UFO phenomenon.  But I felt something was off when I realized the sun was up and all the planets should have been on the ecliptic further to the left an lower.  Checked location of planets: Jupiter, Venus and Mercury all following sun up, Uranus and Neptune setting, Saturn, Mars and Pluto all below the horizon.  This ""star"" isn't on the ecliptic at all, too far north.  I crossed checked with star charts, nothing matches.  As 08:40 rolls around it's still up.  Hasn't moved (if it is a celestial body it should be moving west, but hasn't).  It's getting bright out and still very visible.  As the sun got higher it looked more like metal! reflecting light than a star. Looks artificial and not natural. I estimate the object was 70 degrees above the horizon (not counting the mountains.  I used clenched fists to estimate sextants about 10 degrees).  The ""star"" still visible with the sun 40 degrees above the horizon.  Aircraft from DIA seemed to be flying east to west normally below it. Another coworker showed up about 09:00 and we both observed it for 30 minutes. In that time frame it moved 30 degrees south.  Pointed object out to two passerby at 09:40 and they could see it and agreed it was strange.  The object was brightly visible until 10:00.  By then it was directly west.  Hate to be that guy but since there is atmospheric research going on here it could be weather ballon?  When I looked at it through binocs it had circle large shape, it was clear with ribs.  Seemed to morph from circle to oval.  I have no idea, so I thought I would post this here.",Duration:,"Location: Boulder, CO",Occurred : 8/30/2016 07:40  (Entered as : 8/30/16 07:40),Posted: 9/2/2016,Reported: 8/31/2016 8:53:15 AM 08:53,Shape: Light
1122,"Multi-colored light seen to the west of Seabrook/Lobecco, SC.At around 3am on August 30, 2016, I took my puppy out to go to the bathroom.  I noticed a strange light, about the size of a star, moving in unnatural directions.  I noticed several different colors emitting from the light.  I grabbed my camera from my truck, and set it up on a tripod and started filming.  When I zoom in on the light, occasionally you can see an outline of something, which at one point looked like the corner of a pyramid.  You also notice multiple colors emitting from the object (red-orange-green-blue).Also, when I was filming, the light did not move as much as before I started filming.  But still, in the video you can see that the light moves downwardly in a right to left direction.This took place to my west (Lobecco South Carolina).",Duration:30 minutes+,"Location: Seabrook, SC",Occurred : 8/30/2016 03:00  (Entered as : 08/30/16 03:00),Posted: 9/2/2016,Reported: 8/30/2016 7:18:50 AM 07:18,Shape: Triangle
1123,"Looking up to the sky, thought it was a shooting star, then realized it was a very intense white light circle in shape. then it just took off disappeared moving so fast.im still in shock.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",Duration:4 seconds,"Location: New York, NY",Occurred : 8/30/2016 02:45  (Entered as : 08/30/16 2:45),Posted: 9/2/2016,Reported: 8/31/2016 9:35:37 PM 21:35,Shape: Circle
1124,"Black triangle with white lights in cornersI was walking from my car to my apartment when I looked up and noticed the abundance of stars that were out last night.  Hoping to see a meteor or shooting star, a black triangle craft of some kind came flying in from behind me in the sky out of the East going West.  It was black in color and had three dimmed out white lights on it.  One on the nose of the craft and one on each corner of the back.  It had rounded edges and a foggy haze around it.  As it got to the mountains in front of me it started to turn North it just disappeared.  The craft made no noise what so ever.  It was completely silent.",Duration:7 seconds,"Location: Herriman, UT",Occurred : 8/29/2016 23:39  (Entered as : 8/29/16 23:39),Posted: 9/2/2016,Reported: 8/31/2016 11:14:38 AM 11:14,Shape: Triangle
1125,"1 slowly moving aircraft gliding through tree line.  When in full sight it had lights rotating around in a circle one being red.  Other colors to my belief were green and white, I am color blind sadly.  It made no sound but hovered and slowly made its way out of sight on the ground.  It's normal to hear an owl in my back yard but we heard at least 5 or 6 owls in different directions, also an unusual bird sound was heard.",Duration:10 minutes,"Location: Newport News, VA",Occurred : 8/29/2016 23:00  (Entered as : 08/29/2016 23:00),Posted: 9/2/2016,Reported: 8/30/2016 7:45:18 AM 07:45,Shape: Other
1126,"Glowing orange rectangular object, slow moving and making no sound.I take a nightly walk every night down the same street, so I would consider myself fairly familiar with the different land marks of the area.  I have lived in this neighborhood for 10+ years and know what to expect from neighbors lighting off fireworks or a plan flying overhead.  It was a very clear, cool and calm night with lots of stars out, no breeze, low humidity and no clouds in the sky.On this nightly walk I had barely rounded the corner on the block headed away from my house and heading east when I noticed an orange glowing object in the sky.  At first I thought it was just a plane, this thought only lasted a few seconds as I realized it was heading in a westerly direction towards me and also ascending very slowly.  In this second I stopped and watched it.It was about the size of a street lamp when you are standing under a street lamp but did not shine like a street lamp.  In fact, it just glowed and cast no light.  It made no sound.  Was rectangular in shape with the longer ends being on the top and bottom.  The top may have also been bigger.  It also had a weird halo underneath it.  The color was a very rich orange color.  It did not fluctuate in color or intensity.  It was hard to tell distance at night but I would say maybe 200-300 yards away from me?  Maybe more?  I turned around and began to quickly walk home realizing I could not explain what I was seeing.  I pulled out my phone and texted my partner that I “See a UFO”.The time of that text was 21:58. I was scared mostly because it appeared like it would fly over me if it continued.  I thought about filming it but for some reason didn’t feel like I had time.As a quickly walked home, keeping my head over my shoulder to watch the object, I turned the corner to the street my house is on I saw the object pulse about 2 times and then shrink in size before completely going out.  It then blinked 3 times exactly and was gone.  These blinks were not pulses.  They were your “off and on” type blinks.I would say the total duration that I saw the object was no less than 3 minutes but no more than 5 minutes.",Duration:3 minutes,"Location: Pittsfielsd, MA",Occurred : 8/29/2016 22:00  (Entered as : 8/29/2016 22:00),Posted: 9/2/2016,Reported: 8/30/2016 7:11:07 AM 07:11,Shape: Rectangle
